slno,year,dtstrict,afso,fps,April_Cards,April_FRice (Kgs),April_Flood Dal (Kgs),April_Flood Onion (Kgs),April_Flood Poil (Kgs),April_Flood Potato (Kgs),April_Flood Rice (Kgs),April_Flood Sugar HK (Kgs),April_Jowar (Kgs),April_RG Dal One kg Pkt (Kgs),April_Raagi (Kgs),April_SUGAR HALF KG (Kgs),April_WM Atta Pkt (Kgs),April_Whole Wheat Atta (Kgs),February_Cards,February_FRice (Kgs),February_Flood Dal (Kgs),February_Flood Onion (Kgs),February_Flood Poil (Kgs),February_Flood Potato (Kgs),February_Flood Rice (Kgs),February_Flood Sugar HK (Kgs),February_Jowar (Kgs),February_RG Dal One kg Pkt (Kgs),February_Raagi (Kgs),February_SUGAR HALF KG (Kgs),February_WM Atta Pkt (Kgs),February_Whole Wheat Atta (Kgs),January_Cards,January_FRice (Kgs),January_Flood Dal (Kgs),January_Flood Onion (Kgs),January_Flood Poil (Kgs),January_Flood Potato (Kgs),January_Flood Rice (Kgs),January_Flood Sugar HK (Kgs),January_Jowar (Kgs),January_RG Dal One kg Pkt (Kgs),January_Raagi (Kgs),January_SUGAR HALF KG (Kgs),January_WM Atta Pkt (Kgs),January_Whole Wheat Atta (Kgs),March_Cards,March_FRice (Kgs),March_Flood Dal (Kgs),March_Flood Onion (Kgs),March_Flood Poil (Kgs),March_Flood Potato (Kgs),March_Flood Rice (Kgs),March_Flood Sugar HK (Kgs),March_Jowar (Kgs),March_RG Dal One kg Pkt (Kgs),March_Raagi (Kgs),March_SUGAR HALF KG (Kgs),March_WM Atta Pkt (Kgs),March_Whole Wheat Atta (Kgs)
1865,2026,Chittoor,Penumuru,1050018,179,2820.00,0,0,0,0,0,0,0,0,0,192.00,47.00,0,176,2825.00,0,0,0,0,0,0,0,0,0,169.00,0,0,180,2845.00,0,0,0,0,0,0,0,0,0,89.00,0,0,180,2875.00,0,0,0,0,0,0,0,0,0,195.00,0,0
1866,2026,Chittoor,Penumuru,1050019,283,4710.00,0,0,0,0,0,0,0,0,0,301.00,0,0,277,4660.00,0,0,0,0,0,0,0,0,0,297.00,0,0,290,4680.00,0,0,0,0,0,0,0,0,200.00,310.00,0,0,273,4585.00,0,0,0,0,0,0,0,0,0,292.00,0,0
1867,2026,Chittoor,Penumuru,1050020,103,1425.00,0,0,0,0,0,0,0,0,0,105.00,0,0,103,1440.00,0,0,0,0,0,0,0,0,0,106.00,0,0,130,1380.00,0,0,0,0,0,0,0,0,0,106.00,0,0,99,1375.00,0,0,0,0,0,0,0,0,0,102.00,0,0
1868,2026,Chittoor,Penumuru,1050021,272,4495.00,0,0,0,0,0,0,0,0,0,296.00,0,0,284,4680.00,0,0,0,0,0,0,0,0,0,309.00,0,0,275,4478.00,0,0,0,0,0,0,0,0,82.00,299.00,0,0,265,4290.00,0,0,0,0,0,0,0,0,0,78.00,0,0
1869,2026,Chittoor,Penumuru,1050022,262,4535.00,0,0,0,0,0,0,0,0,0,281.00,0,0,245,4285.00,0,0,0,0,0,0,0,0,0,263.00,0,0,261,4460.00,0,0,0,0,0,0,0,0,0,279.00,0,0,253,4465.00,0,0,0,0,0,0,0,0,0,273.00,0,0
1870,2026,Chittoor,Penumuru,1050023,335,5605.00,0,0,0,0,0,0,0,0,0,357.00,0,0,323,5370.00,0,0,0,0,0,0,0,0,0,343.00,0,0,335,5566.00,0,0,0,0,0,0,0,0,9.00,356.00,0,0,309,5150.00,0,0,0,0,0,0,0,0,0,327.00,0,0
1871,2026,Chittoor,Penumuru,1050024,218,3170.00,0,0,0,0,0,0,0,0,0,230.00,0,0,218,3200.00,0,0,0,0,0,0,0,0,0,228.00,0,0,224,3295.00,0,0,0,0,0,0,0,0,0,236.00,0,0,220,3230.00,0,0,0,0,0,0,0,0,0,229.00,0,0
1872,2026,Chittoor,Penumuru,1050025,398,6790.00,0,0,0,0,0,0,0,0,0,445.00,0,0,399,6695.00,0,0,0,0,0,0,0,0,0,438.00,0,0,416,6755.00,0,0,0,0,0,0,0,0,200.00,457.00,0,0,393,6695.00,0,0,0,0,0,0,0,0,0,434.00,0,0
1873,2026,Chittoor,Penumuru,1050026,272,4620.00,0,0,0,0,0,0,0,0,0,306.00,0,0,320,4605.00,0,0,0,0,0,0,0,0,0,209.00,0,0,273,4650.00,0,0,0,0,0,0,0,0,0,308.00,0,0,272,4635.00,0,0,0,0,0,0,0,0,0,306.00,0,0
1874,2026,Chittoor,Penumuru,1050027,930,15535.00,0,0,0,0,0,0,0,0,0,990.00,0,0,930,15555.00,0,0,0,0,0,0,0,0,0,1004.00,0,0,932,15550.00,0,0,0,0,0,0,0,0,0,995.00,0,0,924,15550.00,0,0,0,0,0,0,0,0,0,987.00,0,0
1875,2026,Chittoor,Penumuru,1050028,280,4650.00,0,0,0,0,0,0,0,0,0,302.00,0,0,281,4702.00,0,0,0,0,0,0,0,0,3.00,303.00,0,0,281,4651.00,0,0,0,0,0,0,0,0,9.00,303.00,0,0,279,4695.00,0,0,0,0,0,0,0,0,0,301.00,0,0
1876,2026,Chittoor,Penumuru,1050029,324,5064.00,0,0,0,0,0,0,0,0,0,354.00,0,0,320,5160.00,0,0,0,0,0,0,0,0,0,346.00,0,0,338,5480.00,0,0,0,0,0,0,0,0,0,370.00,0,0,323,5160.00,0,0,0,0,0,0,0,0,0,343.00,0,0
1877,2026,Chittoor,Penumuru,1050030,386,6780.00,0,0,0,0,0,0,0,0,0,429.00,0,0,359,6295.00,0,0,0,0,0,0,0,0,0,400.00,0,0,379,6445.00,0,0,0,0,0,0,0,0,0,417.00,0,0,374,6455.00,0,0,0,0,0,0,0,0,0,414.00,0,0
1878,2026,Chittoor,Penumuru,1050031,172,2875.00,0,0,0,0,0,0,0,0,0,186.00,0,0,181,3003.00,0,0,0,0,0,0,0,0,52.00,195.00,0,0,189,3115.00,0,0,0,0,0,0,0,0,65.00,204.00,0,0,183,3098.00,0,0,0,0,0,0,0,0,12.00,182.00,0,0
1879,2026,Chittoor,Penumuru,1050032,749,13577.00,0,0,0,0,0,0,0,0,0,823.00,0,0,748,13610.00,0,0,0,0,0,0,0,0,0,821.00,0,0,740,13438.00,0,0,0,0,0,0,0,0,3.00,814.00,0,0,744,13543.00,0,0,0,0,0,0,0,0,2.00,817.00,0,0
1880,2026,Chittoor,Penumuru,1050033,443,7085.00,0,0,0,0,0,0,0,0,0,474.00,0,0,439,7100.00,0,0,0,0,0,0,0,0,0,470.00,0,0,445,7100.00,0,0,0,0,0,0,0,0,0,470.00,0,0,449,7100.00,0,0,0,0,0,0,0,0,0,472.00,0,0
1881,2026,Chittoor,Penumuru,1050034,186,2970.00,0,0,0,0,0,0,0,0,0,201.00,0,0,195,3130.00,0,0,0,0,0,0,0,0,3.00,211.00,0,0,191,3077.00,0,0,0,0,0,0,0,0,3.00,204.00,0,0,183,3028.00,0,0,0,0,0,0,6.00,0,6.00,201.00,0,0
1882,2026,Chittoor,Penumuru,1050035,203,3065.00,0,0,0,0,0,0,0,0,0,219.00,0,0,206,3042.00,0,0,0,0,0,0,0,0,3.00,220.00,0,0,204,3038.00,0,0,0,0,0,0,0,0,12.00,220.00,0,0,204,3077.00,0,0,0,0,0,0,0,0,3.00,218.00,0,0
1883,2026,Chittoor,Pulicherla,1041001,440,7165.00,0,0,0,0,0,0,0,0,0,475.00,0,0,457,7550.00,0,0,0,0,0,0,0,0,0,498.00,0,0,462,7570.00,0,0,0,0,0,0,0,0,69.00,477.00,0,0,437,7335.00,0,0,0,0,0,0,0,0,0,468.00,0,0
1884,2026,Chittoor,Pulicherla,1041002,333,5365.00,0,0,0,0,0,0,0,0,0,354.00,0,0,332,5380.00,0,0,0,0,0,0,0,0,0,357.00,0,0,335,5390.00,0,0,0,0,0,0,0,0,0,357.00,0,0,329,5350.00,0,0,0,0,0,0,0,0,0,353.00,0,0
1885,2026,Chittoor,Pulicherla,1041003,626,8870.00,0,0,0,0,0,0,0,0,0,240.00,0,0,545,8920.00,0,0,0,0,0,0,0,0,0,569.00,0,0,543,8920.00,0,0,0,0,0,0,0,0,0,558.00,0,0,543,8910.00,0,0,0,0,0,0,0,0,0,568.00,0,0
1886,2026,Chittoor,Pulicherla,1041004,582,9265.00,0,0,0,0,0,0,0,0,0,601.00,0,0,592,9400.00,0,0,0,0,0,0,0,0,0,601.00,0,0,592,9400.00,0,0,0,0,0,0,0,0,0,601.00,0,0,587,9395.00,0,0,0,0,0,0,0,0,0,601.00,0,0
1887,2026,Chittoor,Pulicherla,1041005,380,6040.00,0,0,0,0,0,0,0,0,0,211.00,0,0,378,5985.00,0,0,0,0,0,0,0,0,0,91.00,0,0,375,5945.00,0,0,0,0,0,0,0,0,0,154.00,0,0,386,6135.00,0,0,0,0,0,0,0,0,0,396.00,0,0
1888,2026,Chittoor,Pulicherla,1041006,335,5580.00,0,0,0,0,0,0,0,0,0,349.00,0,0,330,5455.00,0,0,0,0,0,0,0,0,0,343.00,0,0,322,5290.00,0,0,0,0,0,0,0,0,0,330.00,0,0,324,5550.00,0,0,0,0,0,0,0,0,0,341.00,0,0
1889,2026,Chittoor,Pulicherla,1041007,313,5200.00,0,0,0,0,0,0,0,0,0,337.00,0,0,314,5225.00,0,0,0,0,0,0,0,0,0,326.00,0,0,320,5215.00,0,0,0,0,0,0,0,0,0,338.00,0,0,307,5230.00,0,0,0,0,0,0,0,0,0,101.00,0,0
1890,2026,Chittoor,Pulicherla,1041008,324,4920.00,0,0,0,0,0,0,0,0,0,351.00,0,0,335,5110.00,0,0,0,0,0,0,0,0,0,359.00,0,0,327,4755.00,0,0,0,0,0,0,0,0,150.00,354.00,0,0,322,4990.00,0,0,0,0,0,0,0,0,0,159.00,0,0
1891,2026,Chittoor,Pulicherla,1041009,346,5381.00,0,0,0,0,0,0,0,0,0,350.00,0,0,336,5385.00,0,0,0,0,0,0,0,0,0,355.00,0,0,343,5435.00,0,0,0,0,0,0,0,0,0,363.00,0,0,340,5340.00,0,0,0,0,0,0,0,0,0,165.00,0,0
1892,2026,Chittoor,Pulicherla,1041010,245,3975.00,0,0,0,0,0,0,0,0,0,259.00,0,0,223,3690.00,0,0,0,0,0,0,0,0,0,234.00,0,0,244,3670.00,0,0,0,0,0,0,0,0,150.00,241.00,0,0,206,3240.00,0,0,0,0,0,0,0,0,0,218.00,0,0
1893,2026,Chittoor,Pulicherla,1041011,397,6080.00,0,0,0,0,0,0,0,0,0,408.00,0,0,395,6120.00,0,0,0,0,0,0,0,0,0,412.00,0,0,391,6120.00,0,0,0,0,0,0,0,0,0,407.00,0,0,396,6120.00,0,0,0,0,0,0,0,0,0,412.00,0,0
1894,2026,Chittoor,Pulicherla,1041012,318,4995.00,0,0,0,0,0,0,0,0,0,100.00,0,0,372,5815.00,0,0,0,0,0,0,0,0,0,404.00,0,0,378,5875.00,0,0,0,0,0,0,0,0,0,158.00,0,0,335,5305.00,0,0,0,0,0,0,0,0,0,259.00,0,0
1895,2026,Chittoor,Pulicherla,1041013,260,3940.00,0,0,0,0,0,0,0,0,0,271.00,0,0,254,3950.00,0,0,0,0,0,0,0,0,0,269.00,0,0,260,3950.00,0,0,0,0,0,0,0,0,0,271.00,0,0,259,3950.00,0,0,0,0,0,0,0,0,0,271.00,0,0
1896,2026,Chittoor,Pulicherla,1041014,283,4530.00,0,0,0,0,0,0,0,0,0,305.00,0,0,276,4490.00,0,0,0,0,0,0,0,0,0,295.00,0,0,288,4610.00,0,0,0,0,0,0,0,0,0,301.00,0,0,261,4029.00,0,0,0,0,0,0,0,0,0,271.00,0,0
1897,2026,Chittoor,Pulicherla,1041015,380,5465.00,0,0,0,0,0,0,0,0,0,266.00,0,0,381,5555.00,0,0,0,0,0,0,0,0,0,398.00,0,0,384,5565.00,0,0,0,0,0,0,0,0,0,403.00,0,0,366,5331.00,0,0,0,0,0,0,0,0,0,390.00,0,0
1898,2026,Chittoor,Pulicherla,1041016,321,5075.00,0,0,0,0,0,0,28.00,0,62.00,349.00,0,0,279,4415.00,0,0,0,0,0,0,0,0,0,305.00,0,0,288,4309.00,0,0,0,0,0,0,3.00,0,219.00,314.00,0,0,320,5135.00,0,0,0,0,0,0,0,0,0,147.00,0,0
1899,2026,Chittoor,Pulicherla,1041017,77,1235.00,0,0,0,0,0,0,0,0,0,51.00,0,0,77,1225.00,0,0,0,0,0,0,0,0,0,84.00,0,0,82,1220.00,0,0,0,0,0,0,0,0,0,89.00,0,0,71,1145.00,0,0,0,0,0,0,0,0,0,77.00,0,0
1900,2026,Chittoor,Pulicherla,1041018,565,9325.00,0,0,0,0,0,0,0,0,0,610.00,0,0,570,9335.00,0,0,0,0,0,0,0,0,0,613.00,0,0,568,9350.00,0,0,0,0,0,0,0,0,0,607.00,0,0,573,9345.00,0,0,0,0,0,0,0,0,0,617.00,0,0
1901,2026,Chittoor,Pulicherla,1041019,208,3435.00,0,0,0,0,0,0,0,0,0,225.00,0,0,222,3605.00,0,0,0,0,0,0,0,0,0,236.00,0,0,224,3650.00,0,0,0,0,0,0,0,0,0,98.00,0,0,197,3315.00,0,0,0,0,0,0,0,0,0,98.00,0,0
1902,2026,Chittoor,Pulicherla,1041020,138,2205.00,0,0,0,0,0,0,0,0,0,151.00,0,0,131,2125.00,0,0,0,0,0,0,0,0,0,48.00,0,0,125,2015.00,0,0,0,0,0,0,0,0,0,132.00,0,0,114,1835.00,0,0,0,0,0,0,0,0,0,35.00,0,0
1903,2026,Chittoor,Pulicherla,1041021,465,7245.00,0,0,0,0,0,0,0,0,0,473.00,0,0,456,7250.00,0,0,0,0,0,0,0,0,0,1.00,0,0,445,7040.00,0,0,0,0,0,0,0,0,0,467.00,0,0,463,7275.00,0,0,0,0,0,0,0,0,0,446.00,0,0
1904,2026,Chittoor,Pulicherla,1041022,292,4596.00,0,0,0,0,0,0,0,0,0,163.00,0,0,293,4725.00,0,0,0,0,0,0,0,0,0,121.00,0,0,304,4785.00,0,0,0,0,0,0,0,0,0,317.00,0,0,301,4685.00,0,0,0,0,0,0,0,0,0,319.00,0,0
1905,2026,Chittoor,Pulicherla,1041023,200,3225.00,0,0,0,0,0,0,0,0,0,178.00,0,0,199,3205.00,0,0,0,0,0,0,0,0,0,183.00,0,0,198,3225.00,0,0,0,0,0,0,0,0,0,216.00,0,0,196,3190.00,0,0,0,0,0,0,0,0,0,215.00,0,0
1906,2026,Chittoor,Pulicherla,1041024,304,4535.00,0,0,0,0,0,0,0,0,0,319.00,0,0,300,4533.00,0,0,0,0,0,0,0,0,47.00,318.00,0,0,321,4521.00,0,0,0,0,0,0,0,0,332.00,341.00,0,0,309,4616.00,0,0,0,0,0,0,0,0,84.00,327.00,0,0
1907,2026,Chittoor,Pulicherla,1041025,143,2140.00,0,0,0,0,0,0,0,0,0,152.00,0,0,146,2240.00,0,0,0,0,0,0,0,0,0,159.00,0,0,164,2545.00,0,0,0,0,0,0,0,0,0,179.00,0,0,140,2165.00,0,0,0,0,0,0,0,0,0,119.00,0,0
1908,2026,Chittoor,Pulicherla,1041026,406,6465.00,0,0,0,0,0,0,0,0,0,443.00,0,0,399,6520.00,0,0,0,0,0,0,0,0,0,113.00,0,0,408,6520.00,0,0,0,0,0,0,0,0,0,444.00,0,0,415,6520.00,0,0,0,0,0,0,0,0,0,450.00,0,0
1909,2026,Chittoor,Pulicherla,1041027,314,4975.00,0,0,0,0,0,0,0,0,0,347.00,0,0,313,5005.00,0,0,0,0,0,0,0,0,0,346.00,0,0,311,5005.00,0,0,0,0,0,0,0,0,0,344.00,0,0,311,5005.00,0,0,0,0,0,0,0,0,0,344.00,0,0
1910,2026,Chittoor,Pulicherla,1041028,212,3285.00,0,0,0,0,0,0,0,0,0,213.00,0,0,229,3520.00,0,0,0,0,0,0,0,0,0,225.00,0,0,242,3627.00,0,0,0,0,0,0,0,0,52.00,79.00,0,0,210,3305.00,0,0,0,0,0,0,0,0,0,217.00,0,0
1911,2026,Chittoor,Pulicherla,1041029,147,2186.00,0,0,0,0,0,0,0,0,0,147.00,0,0,149,2225.00,0,0,0,0,0,0,0,0,0,158.00,0,0,151,2285.00,0,0,0,0,0,0,0,0,0,158.00,0,0,141,2195.00,0,0,0,0,0,0,0,0,0,149.00,0,0
1912,2026,Chittoor,Pulicherla,1041030,218,3380.00,0,0,0,0,0,0,0,0,0,229.00,0,0,204,3105.00,0,0,0,0,0,0,0,0,0,216.00,0,0,216,3215.00,0,0,0,0,0,0,0,0,149.00,228.00,0,0,222,3410.00,0,0,0,0,0,0,0,0,0,234.00,0,0
1913,2026,Chittoor,Pulicherla,1041031,427,7067.00,0,0,0,0,0,0,0,0,0,98.00,0,0,422,7110.00,0,0,0,0,0,0,0,0,0,152.00,0,0,424,7085.00,0,0,0,0,0,0,0,0,0,434.00,0,0,421,7151.00,0,0,0,0,0,0,0,0,0,398.00,0,0
1914,2026,Chittoor,Pulicherla,1041032,276,4150.00,0,0,0,0,0,0,0,0,0,100.00,0,0,268,4165.00,0,0,0,0,0,0,0,0,0,285.00,0,0,263,4181.00,0,0,0,0,0,0,0,0,19.00,280.00,0,0,280,4300.00,0,0,0,0,0,0,0,0,0,296.00,0,0
1915,2026,Chittoor,Puthalapattu,1051001,266,4437.00,0,0,0,0,0,0,0,0,3.00,298.00,0,0,260,4415.00,0,0,0,0,0,0,0,0,0,290.00,0,0,259,4405.00,0,0,0,0,0,0,0,0,0,284.00,0,0,271,4570.00,0,0,0,0,0,0,0,0,0,290.00,0,0
1916,2026,Chittoor,Puthalapattu,1051002,134,1945.00,0,0,0,0,0,0,0,0,0,142.00,0,0,133,2025.00,0,0,0,0,0,0,0,0,0,140.00,0,0,134,2025.00,0,0,0,0,0,0,0,0,30.00,129.00,0,0,131,1990.00,0,0,0,0,0,0,0,0,0,135.00,0,0
1917,2026,Chittoor,Puthalapattu,1051003,238,3965.00,0,0,0,0,0,0,0,0,0,269.00,0,0,238,4030.00,0,0,0,0,0,0,0,0,0,269.00,0,0,238,3940.00,0,0,0,0,0,0,0,0,0,268.00,0,0,232,3855.00,0,0,0,0,0,0,0,0,0,262.00,0,0
1918,2026,Chittoor,Puthalapattu,1051004,272,4325.00,0,0,0,0,0,0,0,0,0,297.00,0,0,281,4480.00,0,0,0,0,0,0,0,0,0,307.00,0,0,280,4480.00,0,0,0,0,0,0,0,0,0,306.00,0,0,269,4255.00,0,0,0,0,0,0,0,0,0,291.00,0,0
1919,2026,Chittoor,Puthalapattu,1051005,346,5696.00,0,0,0,0,0,0,0,0,0,375.00,0,0,353,5737.00,0,0,0,0,0,0,0,0,33.00,383.00,0,0,359,5885.00,0,0,0,0,0,0,0,0,30.00,390.00,0,0,346,5754.00,0,0,0,0,0,0,0,0,1.00,374.00,0,0
1920,2026,Chittoor,Puthalapattu,1051006,151,2470.00,0,0,0,0,0,0,0,0,0,156.00,0,0,156,2580.00,0,0,0,0,0,0,0,0,0,161.00,0,0,147,2402.00,0,0,0,0,0,0,0,0,13.00,152.00,0,0,154,2540.00,0,0,0,0,0,0,0,0,0,158.00,0,0
1921,2026,Chittoor,Puthalapattu,1051007,275,4285.00,0,0,0,0,0,0,0,0,0,290.00,0,0,287,4385.00,0,0,0,0,0,0,0,0,0,299.00,0,0,279,4345.00,0,0,0,0,0,0,0,0,0,292.00,0,0,274,4295.00,0,0,0,0,0,0,0,0,0,288.00,0,0
1922,2026,Chittoor,Puthalapattu,1051008,106,1805.00,0,0,0,0,0,0,0,0,0,119.00,0,0,98,1665.00,0,0,0,0,0,0,0,0,0,108.00,0,0,106,1835.00,0,0,0,0,0,0,0,0,0,120.00,0,0,100,1725.00,0,0,0,0,0,0,0,0,0,111.00,0,0
1923,2026,Chittoor,Puthalapattu,1051009,182,2900.00,0,0,0,0,0,0,0,0,0,199.00,0,0,184,2965.00,0,0,0,0,0,0,0,0,0,201.00,0,0,190,3040.00,0,0,0,0,0,0,0,0,0,207.00,0,0,182,2955.00,0,0,0,0,0,0,0,0,0,199.00,0,0
1924,2026,Chittoor,Puthalapattu,1051010,331,4910.00,0,0,0,0,0,0,0,0,0,350.00,0,0,324,4995.00,0,0,0,0,0,0,0,0,0,332.00,0,0,336,5045.00,0,0,0,0,0,0,0,0,0,344.00,0,0,320,4840.00,0,0,0,0,0,0,0,0,0,330.00,0,0
1925,2026,Chittoor,Puthalapattu,1051011,430,6616.00,0,0,0,0,0,0,0,0,0,461.00,0,0,424,6385.00,0,0,0,0,0,0,0,0,0,440.00,0,0,429,6575.00,0,0,0,0,0,0,0,0,0,459.00,0,0,427,6600.00,0,0,0,0,0,0,0,0,0,461.00,0,0
1926,2026,Chittoor,Puthalapattu,1051012,170,2655.00,0,0,0,0,0,0,0,0,0,180.00,0,0,172,2585.00,0,0,0,0,0,0,0,0,0,183.00,0,0,179,2710.00,0,0,0,0,0,0,0,0,0,178.00,0,0,181,2725.00,0,0,0,0,0,0,0,0,0,185.00,0,0
1927,2026,Chittoor,Puthalapattu,1051013,151,2390.00,0,0,0,0,0,0,0,0,0,159.00,0,0,150,2395.00,0,0,0,0,0,0,0,0,0,159.00,0,0,153,2395.00,0,0,0,0,0,0,0,0,0,159.00,0,0,148,2395.00,0,0,0,0,0,0,0,0,0,159.00,0,0
1928,2026,Chittoor,Puthalapattu,1051014,155,2520.00,0,0,0,0,0,0,0,0,0,170.00,0,0,160,2550.00,0,0,0,0,0,0,0,0,0,175.00,0,0,159,2550.00,0,0,0,0,0,0,0,0,0,175.00,0,0,166,2550.00,0,0,0,0,0,0,0,0,0,168.00,0,0
1929,2026,Chittoor,Puthalapattu,1051015,345,5410.00,0,0,0,0,0,0,0,0,0,371.00,0,0,349,5555.00,0,0,0,0,0,0,0,0,0,375.00,0,0,355,5565.00,0,0,0,0,0,0,0,0,0,380.00,0,0,344,5475.00,0,0,0,0,0,0,0,0,0,370.00,0,0
1930,2026,Chittoor,Puthalapattu,1051016,259,4055.00,0,0,0,0,0,0,0,0,0,88.00,0,0,260,4265.00,0,0,0,0,0,0,0,0,0,186.00,0,0,255,4030.00,0,0,0,0,0,0,0,0,0,281.00,0,0,270,4355.00,0,0,0,0,0,0,0,0,0,290.00,0,0
1931,2026,Chittoor,Puthalapattu,1051017,336,5205.00,0,0,0,0,0,0,0,0,0,360.00,0,0,331,5060.00,0,0,0,0,0,0,0,0,0,353.00,0,0,342,5350.00,0,0,0,0,0,0,0,0,0,367.00,0,0,335,5185.00,0,0,0,0,0,0,0,0,0,263.00,0,0
1932,2026,Chittoor,Puthalapattu,1051018,302,0,0,0,0,0,0,0,0,0,0,0,0,0,292,4641.00,0,0,0,0,0,0,0,0,28.00,316.00,0,0,295,4627.00,0,0,0,0,0,0,0,0,23.00,313.00,0,0,360,4742.00,0,0,0,0,0,0,0,0,3.00,271.00,0,0
1933,2026,Chittoor,Puthalapattu,1051019,354,5480.00,0,0,0,0,0,0,0,0,0,384.00,0,0,352,5580.00,0,0,0,0,0,0,0,0,0,381.00,0,0,344,5490.00,0,0,0,0,0,0,0,0,0,378.00,0,0,336,5335.00,0,0,0,0,0,0,0,0,0,366.00,0,0
1934,2026,Chittoor,Puthalapattu,1051020,503,8264.00,0,0,0,0,0,0,0,0,0,538.00,0,0,493,8100.00,0,0,0,0,0,0,0,0,0,522.00,0,0,487,8065.00,0,0,0,0,0,0,0,0,0,511.00,0,0,497,8250.00,0,0,0,0,0,0,0,0,0,531.00,0,0
1935,2026,Chittoor,Puthalapattu,1051021,175,2760.00,0,0,0,0,0,0,0,0,0,188.00,0,0,187,2930.00,0,0,0,0,0,0,0,0,0,199.00,0,0,186,2905.00,0,0,0,0,0,0,0,0,0,199.00,0,0,183,2895.00,0,0,0,0,0,0,0,0,0,195.00,0,0
1936,2026,Chittoor,Puthalapattu,1051022,345,5375.00,0,0,0,0,0,0,0,0,0,362.00,0,0,343,5375.00,0,0,0,0,0,0,0,0,0,360.00,0,0,364,5662.00,0,0,0,0,0,0,0,0,28.00,383.00,0,0,352,5455.00,0,0,0,0,0,0,0,0,0,370.00,0,0
1937,2026,Chittoor,Puthalapattu,1051023,241,3565.00,0,0,0,0,0,0,0,0,0,255.00,0,0,237,3645.00,0,0,0,0,0,0,0,0,0,253.00,0,0,246,3775.00,0,0,0,0,0,0,0,0,0,261.00,0,0,236,3575.00,0,0,0,0,0,0,0,0,0,251.00,0,0
1938,2026,Chittoor,Puthalapattu,1051024,359,6020.00,0,0,0,0,0,0,0,0,0,387.00,0,0,359,5924.00,0,0,0,0,0,0,0,0,12.00,379.00,0,0,348,5692.00,0,0,0,0,0,0,0,0,18.00,369.00,0,0,383,5965.00,0,0,0,0,0,0,0,0,0,347.00,0,0
1939,2026,Chittoor,Puthalapattu,1051025,254,4480.00,0,0,0,0,0,0,0,0,0,284.00,0,0,258,4415.00,0,0,0,0,0,0,0,0,0,279.00,0,0,264,4565.00,0,0,0,0,0,0,0,0,0,280.00,0,0,250,4425.00,0,0,0,0,0,0,0,0,0,280.00,0,0
1940,2026,Chittoor,Puthalapattu,1051026,250,4130.00,0,0,0,0,0,0,0,0,0,271.00,0,0,252,4060.00,0,0,0,0,0,0,0,0,0,266.00,0,0,247,3940.00,0,0,0,0,0,0,0,0,0,267.00,0,0,242,3869.00,0,0,0,0,0,0,3.00,0,33.00,261.00,0,0
1941,2026,Chittoor,Puthalapattu,1051027,594,9490.00,0,0,0,0,0,0,0,0,0,623.00,0,0,598,9615.00,0,0,0,0,0,0,0,0,0,630.00,0,0,600,9570.00,0,0,0,0,0,0,0,0,0,611.00,0,0,607,9615.00,0,0,0,0,0,0,0,0,0,631.00,0,0
1942,2026,Chittoor,Puthalapattu,1051028,243,3915.00,0,0,0,0,0,0,0,0,0,261.00,0,0,252,4015.00,0,0,0,0,0,0,0,0,0,272.00,0,0,253,4095.00,0,0,0,0,0,0,0,0,0,272.00,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,2026,Chittoor,Puthalapattu,1051029,619,9807.00,0,0,0,0,0,0,3.00,0,3.00,657.00,0,0,608,9730.00,0,0,0,0,0,0,1.00,0,0,644.00,0,0,614,9729.00,0,0,0,0,0,0,3.00,0,3.00,647.00,0,0,609,9630.00,0,0,0,0,0,0,0,0,0,641.00,0,0
1944,2026,Chittoor,Puthalapattu,1051030,271,4210.00,0,0,0,0,0,0,0,0,0,294.00,0,0,278,4280.00,0,0,0,0,0,0,0,0,0,300.00,0,0,266,4200.00,0,0,0,0,0,0,0,0,0,289.00,0,0,263,4150.00,0,0,0,0,0,0,0,0,0,139.00,0,0
1945,2026,Chittoor,Puthalapattu,1051031,104,1825.00,0,0,0,0,0,0,0,0,0,117.00,0,0,103,1810.00,0,0,0,0,0,0,0,0,0,116.00,0,0,104,1815.00,0,0,0,0,0,0,0,0,0,116.00,0,0,106,1845.00,0,0,0,0,0,0,0,0,0,119.00,0,0
1946,2026,Chittoor,Puthalapattu,1051032,312,5461.00,0,0,0,0,0,0,9.00,0,0,337.00,0,0,309,5465.00,0,0,0,0,0,0,0,0,0,334.00,0,0,312,5550.00,0,0,0,0,0,0,0,0,0,335.00,0,0,311,5298.00,0,0,0,0,0,0,198.00,0,0,336.00,0,0
1947,2026,Chittoor,Puthalapattu,1051033,244,3896.00,0,0,0,0,0,0,0,0,0,262.00,0,0,250,4130.00,0,0,0,0,0,0,0,0,0,269.00,0,0,244,3935.00,0,0,0,0,0,0,0,0,0,256.00,0,0,239,3648.00,0,0,0,0,0,0,305.00,0,0,260.00,0,0
1948,2026,Chittoor,Puthalapattu,1051034,225,3760.00,0,0,0,0,0,0,0,0,0,238.00,0,0,227,3665.00,0,0,0,0,0,0,0,0,0,236.00,0,0,234,3862.00,0,0,0,0,0,0,0,0,3.00,243.00,0,0,219,3489.00,0,0,0,0,0,0,200.00,0,0,229.00,0,0
